,comments
2683,"Tự nhiên dí ngta mãi .Vừa phải thôi chứ ai mà ko có sai lầm .Trưa rồi , ăn cơm dí tiếp ko đc à"
2684, username  cụ ạ
2685,NSUT lun
2686,Cút
2687," username  giấc mơ Mỹ thành hiện thực , ếch chết tại mồm"
2688,"Phắn sang mẽo ở luôn và ngay đi, giấc mơ mẽo của nhà m đó. Qua luôn cho sạch đất"
2689,Nếu bảo vô tình thì méo có đâu ờ ở nhà người ta quay tránh đi cũng dc mà :)) nhưng thôi đéo đéo đéo tin nhé
2690,"Tốt nhất hai vị nên cho cả nhà mặc áo đỏ sao vàng đội nón đỏ sao vàng đi ra phố cầm cờ đỏ sao vàng và hô Việt Nam muôn năm, Hồ Chí Minh muôn năm, Hồ Chủ Tịch muôn năm. Đi xử lý khủng hoảng vậy họ còn thương mà bỏ qua. Chỉ sợ các vị không dám vì hô xong… See more"
2691, username  Hay ... vỗ tay
2692, username  hát Quốc Ca nữa bác à
2693," username  t nghĩ nó k dám đâu, phản 3 que nó bòm đấy"
2694," username  ý kiến hay, vợ chồng nó nên làm vậy thì chắc mọi người sẽ tin là nó mù hơn..."
2695," username  cho bọn này mặc vậy bẩn áo đi .. loại này cút, ăn cháo đá bát .."
2696, username  ý kiến khá hay.
2697, username  đúng rồi phải chứng tỏ quan điểm chính trị của mình mới đúng ko thể ngụy biện rồi xin lỗi cho qua chuyện như Này đc
2698," username  chủ yếu là hai vị này xử lý truyền thông kiểu lập lờ, nước đôi, không thể hiện rõ quan điểm chính trị. Mục đích không thể hiện rõ qdct là vì giữ show, còn làm ăn ở hải ngoại sau này. Kiểu như ai có tiền thì đó là cha mẹ ta. Sao cũng được."
2699, username  thì chồng chị ta mới đăng bài ngày 15 -5 đặc chân đến giấc mơ Mỹ thành hiện thực đấy thôi
2700," username  giữ chi vậy đi ca đi hát đi diễn xiếc thôi mà, tui tưởng tranh cử chủ tịch nước, hình như bác TL vừa giữ chức rồi đú ko dc đâu ông êu."
2701, username  Hay đấy
2702, username  plost twist tiền của bên đó x25 bên này chưa kể đó là dân vn vốn ko thích nghe nhạc kiểu o sen có tổ chức dc buổi live nào lớn đâu?
2703," username  Giờ bọn f1 f2 nghe rapper gang gang da đen hết rồi nên đám bên đấy mới lũ lượt về ăn cơm cộng sản đó bay. Bát cơm nào ngon hơn thì tự hiểu, tự biết"
2704," username  @@ hình như người đi coi ko phải đảng viên, ko rõ bát cơm cộng sản nào ở đây lãnh đạo đi nghe hay sao bạn?"
2705," username  hứa trời hứa đất khi nào VN còn là cộng sản thì ko về, cuối cùng đói quá về lũ lượt. Hay là tâm thì ba que mà mồm thì hát đất nước Việt Nam cờ đỏ sao vàng để ăn tiền. Ngta gọi vậy là ăn cơm cộng sản, hiểu thì hiểu cố tình không hiểu thì thôi nhaaa"
2706, username  bần đạo xin khép đuýt chắp tay lạy 1 cái vs ý tưởng quá chuẩn Nhưng sợ xong rồi thì nó đéo đớp dc gì ở bên vện vàng
2707,Các vị thờ ơ với lá cờ đó là do các vị ngớ ngẩn hay do đất nước chúng tôi không dạy các vị?
2708,Đằng nào cũng lộ rồi theo 3/// bám càng méo luôn thôi đường đâu mà về nữa
2709,"1 lá cờ ,biểu tượng của sự sập đổ,thua trận,đu càng ,bỏ của chạy lấy người....mà sao SỢ vậy.! Ngộ hen.!"
2710," username  ko ai sợ cái bọn vô ơn phản quốc đó nha b. Mà đó là sự ghét bỏ căm thù. Bọn bán nước cầu vinh, bọn ăn thịt đồng bào.chỉ rình mò cắn đít dân ta"
2711, username 
2712, username  ko phải lag hiểu tượng đâu a. Để lại tàn dư khi có điều kiện nó sẽ quay lại dai dẵng. Tỏi chức is đó là thấy. Lâu lâu nó lại làm một vụ
2713,"Nếu là một người yêu nước, tao đến khách sạn đó mà thấy cờ 3 que...tao ném nó đi chứ? Ai để đầu giường rồi giờ giải thích...THẬT VÔ NGHĨA"
2714," username  ở nhà, ở Mỹ thì làm v ko đc đâu"
2715, username  nó cố tình đó làm thế để dễ định cư bên bên đó
2716, username  khi nào m qua đc Mỹ thì quay clip ném lại nhá.. còn giờ thì mõm
2717, username  T qua Mỹ suốt rồi…sau t quay cho m xem…
2718,"o username  mấy con chó sủa hăng lắm bạn ạ, cứ sút thẳng mồm nó thôi đừng ngại"
2719,Nói thế ko sợ có lỗi với hội đồng hương 3/// à?:))))
2720,"Trần Quyết Chiến khi thi đấu giải bia ở TQ thấy hình lưỡi bò a cắt luôn mang về, kèm theo hành động cất gậy. Còn 2 con c hó thấy /// thì lại coi là giấc mơ Mỹ. 2 trường hợp thể hiện sự hiểu biết và lòng yêu nước khác nhau hoàn toàn.… See more"
2721," username  đúng vậy,"
2722, username  chuẩn bạn
2723, username  đọc tưởng giải bia.
2724," username  so sánh chuẩn luôn. Trên kia có mấy thằng cố cãi cho rằng nó là sự cố, rằng do người ta đặt sẵn phòng. Xời, cái phòng mà nó làm như ADN trong người vậy."
2725, username  b sai rồi.chả ai lại đi so sánh con người với lũ súc sinh hết.
2726,"Vợ chồng bạn ấy ở nhà người khác thì cũng nên coi là lỗi vô tình. Mong hai bạn chú ý hơn khi là người của công chúng. Chúc các bạn hạnh phúc và làm gương cho các con, cho các bạn trẻ về tình yêu chân thành đối với Tổ quốc"
2727," username  ,ko chỉ lá cờ,mà ""tua"" của o sin là do 1 tổ chức chống cộng khét tiếng tổ chức."
2728," username  , xem bạn ấy hát bài gì."
2729," username  ,nó hát bài ăn cơm CS thờ ma 3 que."
2730, username  F2 của /// đích thị ko bàn cãi .Hát từ thiện cho tổ chức phản quốc là vô tình hay cố tình .Tội phản quốc là tội nặng nhất
2731, username  hát cho 3/// chẳng lẽ lại đi hát” Như có Bác Hồ trong ngày vui đại thắng” nhỉ
2732,"Nguyệt Anh Nếu giờ trong tuar đó O Sen hát bài Như Có Bác Hồ Trong Ngày Vui Đại Thắng... hay Bác Vẫn Cùng Chúng Cháu Hành Quân. Nếu biết sai rồi thì giờ sửa sai đi, té chỗ nào đứng lên chỗ đó...hát đi rồi chúng tôi cho qua."
2733," username  làm khó con phản động đó rồi , nó sẽ bị khai trừ ngay lập tức"
2734," username  Nếu vậy thì đừng thanh minh,thanh nga...chứ câu do sơ ý để lọt camera nghe nó ko lọt lỗ tai. Vậy có nghĩa là bạn chỉ sai là để lộ cái nùi dẻ đó thôi à, chứ bạn qua đó làm việc với tụi 3 que là hổng có sai."
2735, username  kết luận nó phản quốc thì báo công an bắt nó đi
2736, username  Rồi sẽ tới công chuyện
2737," username  dẫn cái link ra đây mà cũng quan trọng cmj nữa, qua mỹ là sướng rồi"
2738, username  ///
2739," username  chúa hề, tao vn , hanoi đây , đang sống tphcm , nước trong này mạnh lắm.."
2740," username  Giờ bạn vào phòng mà có cứt thì bạn có ở không ? Hay bạn vẫn ở và bảo của người trước ị ra đó, không biết dọn đi à"
2741, username  Chuẩn
2742, username  Nó sẽ ăn hết đó bạn
2743, username  ngta sắp xếp ở đâu thì ở đó thôi chứ được đổi đâu thứ ngáo
2744, username  ngáo cái lol! Giống ông gì đánh bi-a thay đường lưỡi bò bỏ về luôn chứ đấy đống cứt trên đầu còn đ thấy à
2745," username  người tao sắp xếp ở ks đấy thì ở đổi ks cho rối à, với lại ks là do tụi Mỹ nó set up chứ bà Osen này có đụng chạm gì đâu sao cứ làm quá thế!"
2746, username  vl làm quá! Nếu có tinh thần dân tộc thì thấy cái rẻ rách đấy là đã đ ở rồi! Mà thôi nói vs m cũng giống như nó! Mất công vl
2747, username  mắc j ng ta phải làm giống loại suy nghĩ như m
2748," username  chứ không làm quá chứ làm gì, toàn giật tích làm như tại bà Osen hết đấy , đất Mỹ làm như ở Việt Nam muốn đổi ks là đổi à"
2749, username  ớ bắt dc thằng lol ba que này ;)) người dân tộc việt nam cờ đỏ sao vàng bọn t đều nghĩ thế! Suy nghĩ bọn t khác bọn hậu duệ thất bại
2750, username  đã bảo rồi! Nc với lũ thất bại thì chịu
2751," username  tao vn này, hanoi luôn .. đang ở tphcm đây.. nhảy nhảy lên, chồm cả chân lên luôn"
2752," username  bạn nói tui thất bạn thì bạn có đủ lí luận để cãi lại người thất bại như tui rồi á hay bạn thất bại giống tui dọ, nói lại đi nhai chứ nhai lại làm gì, tưởng đâu mình giỏi tìm hiểu kỷ dùm tui đi"
2753, username  kệ mẹ mày =))
2754, username  chúa hề
2755, username  kỹ cái lồn! Cả nước Việt Nam! Đang lên án nó đấy! M đi cãi cho thắng =))
2756," username  nói chuyện mắc cười vc, so sánh khập khiễng nghĩ sao cái chổ đánh bi-a là chổ chơi muốn đi thì đi chả sao, còn đây là cái ks má ơi"
2757, username  cả cái chỗ đấy mỗi cái ks? M sao càng nói càng ngu thế? Do bẩm sinh hay m có luyện tập thế? Ngta đi thi đấu giải quốc tế còn đ đánh nữa ra về luôn đây so với nằm ở ks? Ngu như m bảo sao đ fuckcuoc dc
2758," username  cả nước Việt Nam luôn hã ghê dọ, không có ai giống cái tư duy cũ rích như bạn đâu mà tưởng cả nước lên án, người có tư duy người ta tìm hiểu kỷ rồi mới nói chứ không như bạn, xem mấy cái báo giật tích dậm mắm thêm muối câu chuyện vào để câu … See more"
2759, username  bằng thế lol nào dc lũ thua cuộc
2760, username  thấy nó ở đấy thì vút nó xuống đâu đấy. Mỹ nào công nhận đấy là cờ cho mày? Biết hiệp ước quốc tế nó như nào không thằng đầu đất?
2761," username  ê má cái đó ở Mỹ chứ có phải VN đâu mà rành, so sánh ngáo rồi nói người ta"
2762, username  èo chuẩn đét luôn
2763, username  đúng là k thể cãi nhau với lũ ngu được! M thắng =)))
2764, username  lại đ biết là trần quyết chiến đánh bi-a ở đâu à! T cũng k thể tin dc là t lại có nhẫn nại để nc với m dc!
2765," username  OK, coi như đó là lỗi của Osin khi là người của công chúng mà không để ý mấy cái rác trong phòng đi, nhưng mà cả đám hùa nói Osen ba que là sao má"
2766," username  éo liên quan , t đọc mà thấy ngứa ấm chén thôi ah .. tao vn đây, hanoi đây, đang sống tphcm đây. M Nhảy cao nữa lên , chồm cả 2 chân lên luôn cang tốt"
2767," username  Tao là tao kh có theo dõi mấy cái tin tức đi, nhưng mà m nên hiểu là chổ đánh bi-a với ks là khác hoàn toàn nhé"
2768, username  lòng tự tôn dân tộc để đâu? Không ai dạy mày cái đấy à?
2769, username  Việt Nam! Bọn t từ chối những thằng như m =))
2770, username  đần vl
2771, username  khác cái địt mẹ mày! Chỗ đ nào chả đi chỗ khác ngủ dc!
2772, username  cái loại như mày người việt nam nhưng tâm hồn 3 que
2773," username  yêu nước thì cũng biết tìm hiểu chứ moá, kh lẻ cái video bà Osen đăng dính cái ""rác"" là bảo bã ba que à"
2774, username  người Việt Nam! Bọn t đ bao giờ viết tắt tên đất nước! Chỉ mấy thằng lol hậu duệ bọn thất bại mới đ dám nói Việt Nam! Thôi
2775," username  m nữa nhảy cao lên , chồm cả 2 chân lên luôn nhảy nhảy"
2776," username  Chổ Bi-a là chổ người ta đánh vui chơi các thứ muốn đi thì đi muốn ra thì ra chả sao, còn đây là KHÁCH SẠN do NGƯỜI TA SẮP XẾP cho Osen ở bảo đi là đi à, mày đi hỏi thằng sắp xếp ấy, với cả lại đất lạ ai mà dám đi một mình nhắm biết chổ không"
2777," username  cái lỗi của nó là thấy ở đấy éo biết đường mà dọn đi. Biết vì sao nó không dọn đi không?_vì nó nghĩ như thế là BÌNH THƯỜNG ý. Còn cái kiểu giải thích của nó là sự đã rồi thì nói sao không được? Chứ nó có occho như m đâu mà bảo, em th… See more"
2778," username  bố thix viết như thế đấy , nhảy cao lên , chồm cả 2 chân lên luôn nhảy nhảy"
2779, username  thôi ông ơi bọn ba que 1 ruột ấy mà đống trên đầu mà vẫn cố bênh cho được
2780," username  đánh vui cái địt mẹ mày, đại diện cho Việt Nam! Đi thi đấu giải quốc tế chứ đ phải đi biểu diễn cho lũ thất bại đâu! Đúng là so sánh khập khiễng khi so Trần Quyết Chiến với đứa đ nào đấy thật"
2781, username mất công nói với chúng nó nên phải ỉa vào mồm cno đã
2782," username  Ô hay có thể người ta bay tới đó mệt quá không để ý chứ bình thường là như nào, Osen cũng lên tiếng giải thích rồi chứ kh phải là im im, nên nhớ Osen bị dính rất nhiều DRAMA nên việc thấy cái đó bình thường là điều không thể luôn á, ai … See more"
2783, username  nhìn cái tên rồi để avata là biết cái loại 3 que rồi. Bú bòi cho các bố này con.
2784, username  bọn này cả nước ỉa vào mõm chúng nó cũng thế thôi ông ơi kẻo tí nó kéo cả đàn vô đớp đấy
2785, username  bay cái địt mẹ mày chứ! Thành phố lớn ở mỹ chứ có phải là mù cang chải đâu mà đ ra chỗ khác tìm ks dc! Mà ở Việt Nam! Bọn t mù cang chải cũng đi chục cây là có ks thôi
