comments,nametag
Nguyễn Văn Hiếu Inbox m xin cái vid dc ko b ơi.,Nguyễn Văn Hiếu
Huynh Pl nó còn chưa xin lỗi luôn mà từ chối gì,Huynh Pl
Huynh Pl chuẩn nè. Chúng tôi hiền chứ k ngoo,Huynh Pl
Huynh Pl Vấn đề là cái tổ chức hai đứa nó tham gia biểu diễn gây quỹ là của bọn phản quốc tổ chức . Chúng nó nói là không để ý thì quá vô lý luôn .,Huynh Pl
"Khi vui thì vỗ tay vào
Đến khi hoạn nạn thì nào thấy đâu
Quá tuyệt vời :)))",
Nghe rõ mồn một luôn,
"Mạnh mẽ lên chị gái, chuyện gì rồi cũng sẽ qua thôi, 49 qua đi 53 tới. 54 chúa đi bộ vào nam và 5 nay cả nhà chị lộ 1 ổ cali.",
Trung Thịnh lộ 1 ổ à 1 rổ ca với li ăn xog đéo rửa,Trung Thịnh
Lap Nguyen ko có nước thì lấy gì rửa giờ,Lap Nguyen
Nam Trần đúng đúng,Nam Trần
Trung Thịnh comment này xứng đáng đc phổ nhạc,Trung Thịnh
Trieu Anh có nên đưa vào sách giáo khoa không nhể,Trieu Anh
"Trung Thịnh Ông lái T54 éo có thắng phải ko, móa cua 1 cái tui rớt mẹ nó xuống xe rồi",Trung Thịnh
Nguyen Doan Phu =]]],Nguyen Doan Phu
Nguyen Doan Phu luật GTĐB có ghi rõ là tgia giao thông thắt dây an toàn và đội mũ rồi mà =]],Nguyen Doan Phu
"Trung Thịnh cụ cẩn thận quá, đã thắt dây an toàn rồi còn đội thêm mũ nữa, vậy tổ tiên đừng mơ mà gặp he cụ",Trung Thịnh
Trung Thịnh,Trung Thịnh
Vũ Đức Vượng,Vũ Đức Vượng
"Phương Nguyễn Người Mỹ đã chạy trước người Việt Nam, nhưng họ cũng đang nuôi báo cô dân tộc nguỵ",Phương Nguyễn
"Đỗ Quốc Bảo khổ cho người dân Mỹ
phải làm lụm vất vả để nuôi đám vô dụng này",Đỗ Quốc Bảo
Vũ Đức Vượng ngu học như này chống cộng sao có kết quả,Vũ Đức Vượng
Vũ Đức Vượng đây như phố Tầu chứ nhỉ.,Vũ Đức Vượng
Phương Nguyễn cho xin cái clip này bạn ơi,Phương Nguyễn
Phương Nguyễn cám ơn bạn nhiều nhé.,Phương Nguyễn
"Trung Thịnh ít có thâm, giỏi văn lắm đây",Trung Thịnh
"Nguyễn Tâm 3,5 tổng kết ạ",Nguyễn Tâm
Trung Thịnh thang 5 đ thế là ok r bác,Trung Thịnh
Khui Nguyễn đó là cấp 3 thôi chứ đi học đại học mình đọc sách nhiều hơn nên chữ nghĩa cũng bớt ngu hơn.,Khui Nguyễn
Trung Thịnh t nhớ hồi đi học 4.0 mới qua lớp mà,Trung Thịnh
"AnhTuấn Lê 3,5 min đó bạn.",AnhTuấn Lê
"Trung Thịnh chắc do lâu quá nên nhầm, nhớ mỗi 4.5 tổng kết môn văn 12 bị mẹ oánh chạy quanh nhà",Trung Thịnh
"AnhTuấn Lê hồi đi học mấy ai siêng đọc sách và học văn đâu. giờ mà cho mình quay lại mình sẽ không giống ngày xưa là chắc, mình sẽ chịu khó đọc sách nhiều hơn để GV văn tự hào nói rằng: đọc sách nhiều vẫn 3,5 thì đọc làm cmg.",AnhTuấn Lê
"Trung Thịnh giờ vẫn luôn tự hỏi làm sao có thể kinh qua bao nhiêu bài thi của môn văn đc nhỉ, ảo thật đấy. Mặc dù dốt văn nhưng mình vẫn tự hào có thể đè đầu bọn 3 que mà chửi",Trung Thịnh
"AnhTuấn Lê chuyện gì rồi cũng qua thôi =]] nhưng không được để bọn sâu mọt này chìm. Bọn ngu f1 f2 bên cali thì yên tâm gác gối ngủ rồi, còn bọn sâu mọt có tri thức và đám nghệ sĩ pray for concac gì đó mới nguy hiểm.",AnhTuấn Lê
"Trung Thịnh cái này sao có thể chìm , cdm qua đến giờ cháy ở mọi mặt trận mà, bình luận và đọc comment cảm thấy quá đã b à",Trung Thịnh
"AnhTuấn Lê rảnh đi cào phím thôi, phản biện bọn dlv clone nữa đó b, phía dưới nhiều lắm. còn có cả mấy người già đầu ủng hộ cơ.",AnhTuấn Lê
Trung Thịnh động viên zữ chưa :)),Trung Thịnh
"Trần Bảo Ngọc an, Ủi",Trần Bảo Ngọc
Trung Thịnh bác này IQ cao lắm đây này,Trung Thịnh
trộm vía chửi bọn 3/ này em nhiều chữ lắm.,
Trung Thịnh phải thêm trv mới chịu,Trung Thịnh
"Trung Thịnh
chí lý",Trung Thịnh
"Trung Thịnh dạ bẩm cụ , thế còn 56 ạ , mong cụ phán cho chị cho đến nơi ạ",Trung Thịnh
Trần Hoang Anh ý bác là 5 sau à,Trần Hoang Anh
Trần Hoang Anh à mà làm gì có 5 sau,Trần Hoang Anh
Trần Hoang Anh 56 CCRD rồi vô trong nó biến tướng thành CẢI CÁCH ĐIỀN ĐỊA,Trần Hoang Anh
Trung Thịnh m có thể khai với tất cả mọi người hồi xưa mấy phết văn ko,Trung Thịnh
"Thái Phan lớp 11 12 lần lượt là 3,5 và 4,6.",Thái Phan
Trung Thịnh tui thấy thầy cô của ông không đủ năng lực rồi đó,Trung Thịnh
"Thái Phan đó là chuyện của hơn 10 năm trước rồi mà bác, từ đó tới giờ đọc sách cũng nhiều hơn. hồi đó ngu thật.",Thái Phan
Trung Thịnh thầy cô anh chắc sẽ hối hận vì ngày xưa chấm điểm văn anh thấp vậy.,Trung Thịnh
"Trung Thịnh chửi mượt thế này thì không thể 3,5 với 4,6 được",Trung Thịnh
Phương Thùy vớt lắm mới đc lên lớp đấy ạ,Phương Thùy
"Linh Trần
sự thật đó ạ",Linh Trần
"Trung Thịnh
tiếc cho thầy cô ko nhìn ra được 1 nhà văn mang tầm nhìn vĩ mô...",Trung Thịnh
Phương Thùy dạy một người giỏi hơn mình thì là áp lực lớn với thầy cô đó bạn,Phương Thùy
"Trung Thịnh nếu sinh cùng thời Hồ Xuân Hương, huynh đài chắc sẽ là tri kỷ với bà",Trung Thịnh
Anh Duy ko tầm anh ấy phải cỡ Trạng Quỳnh,Anh Duy
Trung Thịnh t tưởng ổng an ủi khi những câu đầu cất lên,Trung Thịnh
Trung Thịnh hay :))))),Trung Thịnh
"Trung Thịnh ông có ôm cua thì phải xi nhan chứ, ông rẽ kiểu đấy suýt nữa tôi tông phải đít xe ông rồi đấy. May mà tôi quan sát kĩ",Trung Thịnh
Trung Thịnh hay lắm a.,Trung Thịnh
"Trung Thịnh a địu, 10 đ văn liền",Trung Thịnh
Trung Thịnh cali thì làm đéo gi,Trung Thịnh
Trung Thịnh giỏi văn hoa số má thế này đích thị là người chơi hệ 6 rưỡi chiều rồi,Trung Thịnh
Trung Thịnh tưởng đi tàu há mồm chứ,Trung Thịnh
Trung Thịnh xin lỗi bro tui tay nhanh hơn não mới đọc 1 câu đầu xôi máu tí thù cmt nghiệp. xong đọc đoạn dưới hả hê ghê. tội gì tha chứ bán nc thì ko tha đc. cha ông gian khổ giữ nước đâu để mấy thứ này nó làm ố bẩn,Trung Thịnh
Trung Thịnh Like !,Trung Thịnh
Trung Thịnh má giỏi văn ghê,Trung Thịnh
Trung Thịnh chúa đi bộ vào nam thì đúng rồi nhưng nên dùng từ lết vào nam cho nó tả thực bạn hầy.,Trung Thịnh
"Trung Thịnh, văn hay, 5 rưỡi mời nhậu",Trung Thịnh
Trung Thịnh hay,Trung Thịnh
Trung Thịnh hay,Trung Thịnh
Trung Thịnh thầy mà bàn đề thì bao trúng,Trung Thịnh
Trung Thịnh cực kỳ cho pha drift này.,
Trung Thịnh đc Hảo Hán,Trung Thịnh
"Trung Thịnh ác thật chớ
văn chắc chắn tổng kết 9,",
Trung Thịnh thâm lắm,Trung Thịnh
Trung Thịnh suốt ngày cali thế thằng bắc kỳ,Trung Thịnh
Trung Thịnh nách thâm thúi quá,Trung Thịnh
Trung Thịnh bác giơ cái nách lên cho em xem có thâm không nào,Trung Thịnh
Trung Thịnh xin bình luận này để đi trêu bọn ba que ạ,Trung Thịnh
Trung Thịnh bạn nói thâm vl .bọn nó đọc lại ko hiểu đâu,Trung Thịnh
Hùng Nguyễn,Hùng Nguyễn
Trung Thịnh 10đ về chỗ ngồi ko nói nhiều.,Trung Thịnh
Trung Thịnh 49 năm khat nươc rôi có sao.đâu nhỉ,Trung Thịnh
Trung Thịnh đậu phộng,Trung Thịnh
Trung Thịnh cua khét lèn lẹt,Trung Thịnh
Trung Thịnh hệ tâm linh ;))),Trung Thịnh
Trung Thịnh mọe nói chứ ông anh nói câu thâm như dái chó luôn,Trung Thịnh
"Trung Thịnh mé thâm, cườ ẻ luôn",Trung Thịnh
Trung Thịnh chửi thấm vl :)),Trung Thịnh
Trung Thịnh xin phép coppy ạ kkk nách ô thâm quá,Trung Thịnh
Trung Thịnh mê cái cách anh ấy chơi chữ với 3 we,Trung Thịnh
Trung Thịnh mượt mà như này phải do thầy cô ông ganh tị khả năng ông ko,Trung Thịnh
Trung Thịnh Đội kia rời bỏ chúa đi theo phật rồi.,Trung Thịnh
Trung Thịnh cmt nó thấm gì đâu. Quá tuyệt sời là vời,Trung Thịnh
Trung Thịnh sao bảo chúa lẫy vào Nam hoá ra chúa đi bộ à cụ????,Trung Thịnh
Sang đấy biểu diễn đa số toàn dân đu càng đến xem thì chả bợ đít cho nhau.,
tốt nhất cả nhà cô nên xám hối như nhà tiên tri vũ trụ trần dần này dần đi là vừa,
Gì cũng có thể bỏ qua nhưng danh dự của Tổ quốc thì không bao giờ!,
Quốc Nghiệp mà,
"làm đéo j có ai yêu thương, chia sẻ, thấu hiểu mà cảm ơn ;))",
Muộn rồi khóc lơc làm cái gì,
Đất nước thiên đường cũng phải quyên góp từ thiện à :)))) tưởng như nào :)))),
"Giấu đầu hở đuôi, nhiều kẻ mượn danh nghệ sĩ để thực hiện mưu đồ chống lại chính đất nước nó sinh ra, nuôi chúng nó thành người...",
Bức ảnh phát ra âm thanh :)),
Này con,
Bị gạch tên khỏi đảng từ 2019 rồi.,
Đảng sẽ không muốn ai cũng biết về vn cộng hòa . Kiểu như bạn muốn yêu tán cô gái mới mà không ai muốn biết vợ cũ bạn là ai,
"Đề nghị cấm sóng, cấm tham gia biểu diễn dưới mọi hình thức với Ngọc Mai, Quốc Cơ - Quốc Nghiệp",
Là sao vậy ba? Rút kinh nghiệm dữ chưa?,
"Chưa phản động cũng tiếp cận với phản quốc, vậy nên k nghe trình bày, cút",
"giải thích kỳ ghê, người của công chúng có ăn có học. vào phòng thấy cái cờ nhậy cảm thì phải cất đi chứ để chềnh ềnh quay và tự tay up youtobe , fb mà bảo lọt ra ngoài là sao. người thường họ còn biết phân biết đây ng của công chúng mà kỳ vậy. nguỵ bi… See more",
Hai anh chị sẻ được định cư tại mỹ và biến khỏi đất nước hình chử S của chúng tôi,
Thờ 3 que còn sợ mất chén cơm ở VN ak. Đừng thanh minh giải thích cc j cả. T đéo tin,
Thắc mắc chút. Nghệ sĩ Việt nhờ khán giả Việt và nhà nước. Họ thích sang đất nước kinh tế số 1 thế giới làm từ thiện nhỉ. Bên đó phúc lợi nhà nước tốt cơ mà,
"Trăm năm mở cõi người ta
Đã là xỏ lá chính là ba que
Thương thay tỏ lòng yêu nước… See more",
"Cơ mà đồng bào chúng ta rất đoàn kết mỗi khi có những sự việc mang tính chất phản động, phá hoại nhà nước hoặc phát hiện ra những con sâu núp bóng yêu nước để kiếm chác nhé. Nhất là sau lễ kỷ niệm chiến thắng điện biên phủ năm nay. Đi đâu mà thấy bọn c… See more",
À thì ra là vậy,
Bọn Yêu nước,
Nhảy sông hoàng hà là hết tội,
Tôi không tin,
"Quan điểm của tui;
1 ; Phong sát cả hai vk ck nó , thậm trí cả nhà nó luôn,
2; ghép vào tội phản bội Tổ Quốc ( bắn bỏ ) … See more",
Rồi nó giải thích cái cờ kia khúc nào vậy ta?,
Cali thì vẫn là cali . Chúng mình đang nuôi ong tay áo,
3 que xỏ lá,
Đừng bán đứng tö quốc là được ....mọi sự đứng dan đều được mọi người trong nước yêu quý và ung ho,
,
À lại còn những việc tương tự xảy ra nữa à,
Tương tự cái I Ồ N. Đéo phải đứa trẻ lên 3 mà thiếu suy nghĩ. Suy nghĩ gì chả lẽ bọn tao không hiểu,
Chắc nó nhầm sinh tô bơ với c*t là 1 lên ăn cả luôn,
vụ này mà chìm thì tôi đến ạ các bác.,
"""VẬT THỂ LẠ"" cụ thể là U.F.O",
Giờ thanh minh thì cờ hó nó cũng chẳng tin.đã phát hiện thêm 1 ổ.,
Cùng hội với TRỊNH DOANH NAM ở Thanh Hoá rồi,
"Đụng đến tổ quốc, những con ông cha đã ngã xg vì bọn cờ 3/, trong đó có ông ngoại tao. Tao sẽ chúc phúc cho họ hàng hang hốc nhà mi về đoàn tụ cờ 3/z",
giờ chỉ đợi xuân lan lên bài kêu gọi từ thiện khuyên góp mua ô mô tẩy trắng cho o sen thui,
Trong bài viết đéo có câu nào nó khẳng định nó là công dân nước CHXHCNVN và cũng đéo có ý kiến về cờ 3/,
Nó lù lù oh đầu giường nv chỉ có n mù mới k nhìn thấy.,
Thôi thôi ngay đầu nằm mà bảo nầy kia.Ngay cả giấc mơ còn thấy mà kk,
À thì ra là thế.,
". một kẻ bắt cá hai tay, thật lố bịch.",
Dối,
Tín đeooo,
lương lẹo nữa rồi,
Như vậy là k có camera thì kệ mẹ cái cờ ở đấy hả,
Hả Quốc Việt là ai vậy???,
Phong sát luôn,
"Tất cả giải tán hết cho tao
thằng nào có vợ về dọn dẹp nhà cửa cơm nước
con nào có chồng ẵm con cho chồng làm việc… See more",
"Có thể nào bị gài k các chế, chứ chả ai để cái ly 3 que ngay đầu giường chênh vênh ntn cả, vck có tương tác n rơi cmn xuống đầu à",
Ẳng rồi,
Kali,
Nguyễn Nam hỉu lầm,Nguyễn Nam
gia đình sum họp đấy. cờ cắm trên đầu giường. chắc cả nhà khát nước à ???,
Thấy cờ như thấy pháo.,
Chúc vợ chồng hắn đu càng thành công qua Mỹ bám cho chắc không lại làm cái tủm xuống biển,
"T nhìn là thấy dàn xếp cố tình quay để lấy lòng bọn cali rồi. Chứ cái ly như thế méo ai để ở trên cái đầu giường bé tí, ngủ va tay nó đổ mẹ vào mặt",
Toàn nghệ sĩ bẩn,
"Tự nhiên dí ngta mãi .Vừa phải thôi chứ ai mà ko có sai lầm .Trưa rồi , ăn cơm dí tiếp ko đc à",
NSUT lun,
Cút,
"Phắn sang mẽo ở luôn và ngay đi, giấc mơ mẽo của nhà m đó. Qua luôn cho sạch đất",
Nếu bảo vô tình thì méo có đâu ờ ở nhà người ta quay tránh đi cũng dc mà :)) nhưng thôi đéo đéo đéo tin nhé,
"Tốt nhất hai vị nên cho cả nhà mặc áo đỏ sao vàng đội nón đỏ sao vàng đi ra phố cầm cờ đỏ sao vàng và hô Việt Nam muôn năm, Hồ Chí Minh muôn năm, Hồ Chủ Tịch muôn năm. Đi xử lý khủng hoảng vậy họ còn thương mà bỏ qua. Chỉ sợ các vị không dám vì hô xong… See more",
Các vị thờ ơ với lá cờ đó là do các vị ngớ ngẩn hay do đất nước chúng tôi không dạy các vị?,
Đằng nào cũng lộ rồi theo 3/// bám càng méo luôn thôi đường đâu mà về nữa,
"1 lá cờ ,biểu tượng của sự sập đổ,thua trận,đu càng ,bỏ của chạy lấy người....mà sao SỢ vậy.!
Ngộ hen.!",
"Nếu là một người yêu nước, tao đến khách sạn đó mà thấy cờ 3 que...tao ném nó đi chứ? Ai để đầu giường rồi giờ giải thích...THẬT VÔ NGHĨA",
Nói thế ko sợ có lỗi với hội đồng hương 3/// à?:)))),
"Trần Quyết Chiến khi thi đấu giải bia ở TQ thấy hình lưỡi bò a cắt luôn mang về, kèm theo hành động cất gậy.
Còn 2 con c hó thấy /// thì lại coi là giấc mơ Mỹ.
2 trường hợp thể hiện sự hiểu biết và lòng yêu nước khác nhau hoàn toàn.… See more",
